,session_id,latitude,longitude,title
52,y_565A427F-E196-4980-99EE-D950726959C7_1532482690.12,33.693369,-84.500077,Fast Food
53,y_18F15704-33C1-40D7-B208-4354AFF2803D_1531965925.33,33.759744,-84.338326,Fast Food
54,y_4D1E9873-4907-4D8A-9B5A-DF7C60AC4AB2_1532212031.26,33.810141,-84.370617,Fast Food
55,y_4ABA074F-9D8A-46B7-9485-146E5EF804E2_1532281069.45,33.825417,-84.36298,Fast Food
56,y_3D4B8E5C-4C75-4877-9A27-4D2AAD797F30_1532203149.43,33.8458107267357,-84.3916147600411,Fast Food
57,y_4F8550E3-8D1F-4A6F-AD15-809AD623893A_1532285482.19,33.73999,-84.420128,Fast Food
58,y_9aea2993-0d60-49e3-b0d7-a924a0adf39d_1532191479.9,33.7611978,-84.3875112,Fast Food
59,y_C2826B6E-DD23-4B78-8162-8CC79A107463_1532565362.4,33.800538,-84.397768,Fast Food
60,y_36531610-e301-4a75-acca-b7d283902b26_1532181807.04,33.7563504,-84.3787149,Fast Food
61,y_8874F1B4-BE63-4A2E-8D8B-7FA9AD030F84_1532283729.84,33.757785,-84.394917,Fast Food
62,y_13744095-CDE0-468A-A2AC-E0581E77CD4D_1532191379.99,33.760685,-84.40677,Fast Food
63,5ED8BF46D7172383_1532325287.83,33.7583109613299,-84.3907928466797,Fast Food
64,y_20AB53F1-C048-44D7-8D70-F7137E27DCBE_1531930078.31,33.772564,-84.3606885,Fast Food
65,y_445E1856-0860-48B6-BA84-DF49AAC7B625_1531962246.26,33.765216,-84.385623,Fast Food
66,y_237D0758-298A-44A8-ACA3-0CFA18FEBE97_1531929089.39,33.694512,-84.3913305,Fast Food
67,y_7760c502-ed37-48b7-9cf1-557b3b8fb770_1531940919.92,33.8015166,-84.3244457,Fast Food
68,y_c6f9b6aa-3d97-450a-9130-d0196a68b549_1531879375.47,33.7741850226204,-84.2950719633929,Fast Food
69,y_8DB982D1-10FB-40CD-A0F7-D22DE68703E3_1532048262.28,33.794679,-84.408289,Fast Food
70,y_d73c04c9-7168-40dd-bfc7-6d05fff1ff67_1532196924.77,33.7475518776147,-84.3823576730376,Fast Food
71,y_1DE40E68-D9A8-4721-9F48-2FC53A212CA6_1532199231.56,33.7817028693534,-84.3821735303601,Fast Food
72,6452934D8D14C8F7_1532184513.57,33.7667962,-84.3630362,Fast Food
73,y_E2753EDF-18F0-4410-87F4-935FD9D6682C_1532278069.54,33.7810478853743,-84.3580171166744,Fast Food
74,y_8B87F861-7548-4A6A-9C37-863EF121598A_1532567629.09,33.69021,-84.308485,Fast Food
75,y_8B87F861-7548-4A6A-9C37-863EF121598A_1532567629.09,33.7403755,-84.3128155,Fast Food
76,y_B7EE0151-9E9D-48BF-B7C0-8E10DA4DEF2C_1532447460.84,33.7557455,-84.3862185,Fast Food
77,FB0259EE9CF84920_1532531135.69,33.8132456468257,-84.3736267089844,Fast Food
78,y_09CDD893-961B-4666-8316-C06E7B187F8B_1532183322.41,33.7820455,-84.3930635,Fast Food
79,y_09CDD893-961B-4666-8316-C06E7B187F8B_1532183322.41,33.785691,-84.3859695,Fast Food
80,y_DA2D171B-26E3-4B6A-A24B-D18999F2CD03_1532259785.6,33.773956,-84.3629385,Fast Food
81,y_3A5C4750-EEE2-447F-95CC-8F396AE731C6_1531923705.38,33.640776,-84.418431,Fast Food
82,y_F9988548-80C0-4516-9F47-B8693AB40AB7_1532482710.1,33.657482,-84.417861,Fast Food
83,y_B3E07D06-6A63-4958-9D4A-6DD8F10D418E_1532199193.11,33.6407282,-84.4277001,Fast Food
84,y_6C016613-BB2C-42A0-A1F8-DC0DAFB7321C_1532504872.93,33.752487,-84.399912,Fast Food
85,y_75EF71BA-8E92-4654-877A-89DDC4829BC8_1532131785.02,33.849482,-84.373063,Fast Food
86,y_3E3F2A70-434D-45DE-A729-0DFF9CD64388_1531876080.63,33.846508,-84.373444,Fast Food
87,y_3234C9EE-37C3-4916-A089-048A3C85E026_1531976837.11,33.7479667287065,-84.3826679371094,Fast Food
88,y_32F0F70A-CA46-4EAD-8145-7E06A6460E7B_1532295187.02,33.785831,-84.385118,Fast Food
89,DF833B9514CA2DB8_1532442098.58,33.7585898999857,-84.3945693969727,Fast Food
90,y_0FAD4017-FD7D-45E5-8AA2-136F50C0DD14_1532531746.06,33.794447,-84.387363,Fast Food
91,y_50A6E7AC-D2DA-4239-83AC-04640F0C984F_1531881660.97,33.7717865,-84.386519,Fast Food
92,y_DF75AF2E-AEE8-43DC-BD1E-28D95E5F67C1_1531895765.67,33.824157,-84.315325,Fast Food
93,y_7a75691e-fb80-45fb-a469-8d9c277b9c8f_1532224506.07,33.6604451,-84.4686493,Fast Food
94,y_6BC064FC-A499-462A-AC77-ACB40FF15B1D_1532364719.44,33.749036,-84.391216,Fast Food
95,y_808CCA61-4AEB-4BF7-A7D0-D77336E782D5_1532553663.29,33.7479667287065,-84.3826679371094,Fast Food
96,y_BB50F7D1-CE5A-4228-B69C-731DC684ED11_1532106960.51,33.8586265,-84.383313,Fast Food
97,6F44469827666E98_1532124599.73,33.8132456468257,-84.3736267089844,Fast Food
98,y_59A516AC-A62E-43D9-B3F1-A71D839FDE36_1532037038.92,33.88128,-84.499666,Fast Food
99,y_BF5008BB-A60F-4948-9CA2-074ECC21A987_1532534922.02,33.733341,-84.368845,Fast Food
100,y_AFA692FF-314A-462C-A587-01349615B814_1532303198.76,33.817182,-84.382113,Fast Food
101,y_4BF483B5-3A9A-4BAC-8563-6EA5FF1ADD74_1532490729.59,33.7784884,-84.3968224,Fast Food
102,y_BD5C60B4-6940-41CC-9C28-50C8BE376F3F_1532495541.4,33.7479667287065,-84.3826679371094,Fast Food
103,y_4A3C26E2-DCBD-427C-8CD0-2154D77AD12E_1532037130.43,33.8822,-84.513401,Fast Food
104,y_C384F31C-08D4-4F38-A007-63FA02730FE1_1532127415.33,33.8241695,-84.376939,Fast Food
105,y_C3D1676C-3520-43EC-A2CB-4670ACA3A1D5_1532172513.83,33.789715,-84.319055,Fast Food
106,y_6309548D-09C2-4596-B8F9-11228BABB6D9_1532017820.54,33.763372,-84.393277,Fast Food
107,y_D52CF123-E7EE-4C7C-A4C5-93EC77F43316_1531961266.14,33.857135,-84.311917,Fast Food
108,y_A6625EAA-926B-41CA-80AD-D9B7A1CC1321_1532444456.92,33.774578,-84.541801,Fast Food
109,y_31eba50e-0720-406a-aeed-51eb31936e31_1532555669.72,33.7790253,-84.5528097,Fast Food
110,y_84648725-abe1-49d5-bdad-3e9f1f270503_1532379934.18,33.7479667287065,-84.3826679371094,Fast Food
111,y_39ECA0F8-3245-4495-94EA-09CE66C9EE64_1532474123.15,33.759572,-84.382988,Fast Food
112,D3515E9421936E22_1532010658.43,33.7590368555616,-84.385814666748,Fast Food
113,y_BFE312C1-06E8-4258-B317-57D19B233FCC_1532208363.81,33.793284,-84.319468,Fast Food
114,y_A515A0FB-4115-49F3-9220-764F1EF23D26_1532539458.07,33.877226,-84.532063,Fast Food
115,y_D9D21238-2B45-4408-8569-A93940E7AA04_1532054356.8,33.772663,-84.37133,Fast Food
116,y_3BD2492B-F350-4ED5-8FCC-24A3B6E283B5_1532317622.93,33.786694,-84.390151,Fast Food
117,y_8C3BA74C-3BC5-46FC-AD4C-4CF1ABC25396_1532213498.91,33.77937,-84.38298,Fast Food
118,4DA2E9D9BD77895C_1532396721.5,33.8132456468257,-84.3736267089844,Fast Food
119,y_18B45522-C77D-4E0C-89FC-1FF45D245CB0_1532055607.12,33.761443,-84.382745,Fast Food
120,y_C14D0BC9-D265-4F44-BDC7-1ABBE5E6332B_1532208509.9,33.6585035,-84.438947,Fast Food
121,y_b751e73c-7fab-4cb4-8ac3-c5e2c99f3bd5_1532418244.49,33.7667871,-84.3637073,Fast Food
122,y_8259232E-2552-478D-A27D-D7FADB42DBC6_1532140381.17,33.848998,-84.367495,Fast Food
123,y_D677BD3E-AE70-4CFB-B8C6-DB84D5862AF5_1531925607.28,33.755897,-84.391457,Fast Food
124,y_00F1D87B-199C-4603-BAA7-F631816DA33A_1532215817.61,33.825203,-84.338373,Fast Food
125,y_EF799768-F5EC-4E21-B0F0-31FC2AA4C4E0_1532217828.86,33.793089,-84.397192,Fast Food
126,y_36ED8430-0E73-43D7-AC25-AD011E6AF229_1532446548.31,33.791283,-84.395918,Fast Food
127,y_D142AB50-5199-4D8A-8FDC-AEA45132257D_1532467895.47,33.80736,-84.366166,Fast Food
128,y_EAEAC79D-18D3-4596-91B9-EFFF1E0E5BB9_1532184197.61,33.656845,-84.45537,Fast Food
129,y_791375fc-f970-42c9-a490-fb67f92b4d30_1532290142.3,33.7700027,-84.5520866,Fast Food
130,y_6A2E2CCA-3E31-4AD2-8E6A-D7237C524410_1532385525.55,33.85295,-84.365652,Fast Food
131,y_3E2B4779-E0C5-49EB-99F5-476C743C657D_1532186192.22,33.782959,-84.3847735,Fast Food
132,y_2e25943a-3fdc-4ed0-8c62-bc1a15b1ef67_1532363026.25,33.6538380045956,-84.4244378511319,Fast Food
133,y_A7487610-283B-465E-99E6-BBC97A613B1A_1532313204.41,33.78531,-84.392859,Fast Food
134,y_C74DD2B0-E846-47C4-965B-14C063A6AB2D_1532043765.7,33.871607,-84.3659015,Fast Food
135,6A40314D7C500367_1532483504.26,33.7479667287065,-84.3826679371094,Fast Food
136,y_2CFA79EF-A8A8-4CCD-B047-406ABE85F346_1532450197.0,33.78996,-84.38954,Fast Food
137,00B7A7B594771305_1531925979.52,33.86869635,-84.50068195,Fast Food
138,y_B18E9C90-BA83-4027-A383-22C67F5AE5A6_1532068601.71,33.7575755750541,-84.3900620666121,Fast Food
139,y_B18E9C90-BA83-4027-A383-22C67F5AE5A6_1532068601.71,33.813531,-84.356178,Fast Food
140,y_09E78873-6712-4BA1-94FF-3BC80F53F749_1531931492.05,33.759565,-84.388974,Fast Food
141,y_6984e4b2-c75b-4261-94e5-bb5af41e8fee_1532186875.62,33.6520441,-84.4495461,Fast Food
142,y_6984e4b2-c75b-4261-94e5-bb5af41e8fee_1532186875.62,33.6520296,-84.4495635,Fast Food
143,y_D99D71FC-3A9B-4ED4-9406-C081A85E9EED_1532299846.87,33.873543,-84.495725,Fast Food
144,y_1465ea4b-d6f5-4e29-bb12-b71d5083b080_1532223388.69,33.6501568,-84.5073705,Fast Food
145,y_05FBF47E-59DC-4436-AE69-4631B7EF750E_1532132424.14,33.7792065,-84.500723,Fast Food
146,y_1C87ED05-EC71-4AA6-BE22-6FC1E903F47A_1532397810.16,33.7175175,-84.356527,Fast Food
147,y_c0070048-1023-42b8-940d-a391986a4098_1532557672.77,33.8015604,-84.5262711,Fast Food
148,y_FDA0FE58-E226-44FE-B86E-7B7081BF0C1E_1532347485.49,33.780716,-84.360531,Fast Food
149,y_A300D5F3-B46B-4283-9758-883DB0816149_1532295667.38,33.867063,-84.482295,Fast Food
150,y_D04BED4F-A47B-4AD4-B96A-9E4EBAA268EE_1532053054.28,33.656002,-84.513231,Fast Food
151,y_933D9D29-8A71-418B-8884-FDD000869566_1532298952.16,33.7479667287065,-84.3826679371094,Fast Food
152,y_C52B3EE6-DB6B-43D3-9AB2-BA74F20E4D2D_1531925001.7,33.759732,-84.387518,Fast Food
153,y_7CBBC507-4934-4A8B-A644-ACC12BB3207B_1531874903.97,33.7609295,-84.4714595,Fast Food
154,y_9C1880BA-FBAD-437E-A420-3826BBB03643_1532448750.14,33.791733,-84.323413,Fast Food
155,y_38E9DFF4-D343-4A74-8B35-3D7BE9D94402_1531969679.51,33.832803,-84.318459,Fast Food
156,y_B5C6504F-7034-4A62-8A62-45DCD706FD41_1532458400.55,33.789714,-84.318151,Fast Food
157,y_124C8F3C-EF48-4523-86B1-CE9412A6C415_1532372446.06,33.798572,-84.3241955,Fast Food
158,y_9FAE7566-D26B-469F-8319-2362A9AB569C_1532304802.23,33.755995,-84.3486795,Fast Food
159,y_86A3EF11-1883-4724-B4C2-FC86601FE54A_1531879383.5,33.767777,-84.392319,Fast Food
160,D37B9B1DD70EB333_1531945521.96,33.78499645305,-84.37980651855,Fast Food
161,y_BC982289-74C2-4F36-8A5A-090863B01652_1532039357.89,33.781847,-84.40667,Fast Food
162,y_259C7E48-543B-4240-A9E8-3B926B6E8756_1531875893.81,33.739682,-84.368109,Fast Food
163,y_5DF8F554-BACC-4B7F-9B75-08B613ACA6A9_1532037990.33,33.781524,-84.383078,Fast Food
164,y_89D5E1A1-3360-4128-8419-583D6378D396_1532285408.7,33.7841465,-84.395122,Fast Food
165,y_36EA8E8D-94F9-4BEE-83AE-E4B59F81519C_1532091181.29,33.7929525,-84.3798125,Fast Food
166,y_88AA025D-6585-4418-8F53-B69A9EA498E3_1532203723.85,33.778668,-84.386629,Fast Food
167,y_BBCB1190-9F67-4FAF-9C59-934244DE40F6_1532206560.45,33.782213,-84.390059,Fast Food
168,EB4AA1FB272E9EA5_1532134700.55,33.7694112183743,-84.3075545337055,Fast Food
169,y_15A2986B-6C02-4393-A7C1-3E9E4A66A483_1532034159.85,33.7601705,-84.38657,Fast Food
170,y_799B7364-2197-4010-94E8-C0CE797313EF_1532210880.72,33.880207,-84.381621,Fast Food
171,y_0147E6CA-4A39-4EAF-8678-04CDC935EAAF_1532482172.18,33.759528,-84.383299,Fast Food
172,y_F9C54B05-0F97-44DB-9419-A2D246867F49_1532560433.01,33.78399,-84.382853,Fast Food
173,y_A9C9A193-5F4C-4E2F-891F-BB563939CD56_1532210504.13,33.777408,-84.386572,Fast Food
174,y_848EE95B-76C0-4D11-8B64-DE0CE338CE35_1532304808.52,33.773797,-84.382978,Fast Food
175,y_DC4E7484-E809-48BC-9F81-726CF9197C73_1532473673.66,33.76254,-84.394301,Fast Food
176,y_F7BC9333-CE3D-4595-8C63-C7957311FC1C_1532148181.79,33.7479667287065,-84.3826679371094,Fast Food
177,y_7CF2F2A4-8A04-4EFB-9937-1845E0B2A106_1532185274.33,33.814463,-84.353727,Fast Food
178,y_d8c48b8a-c99c-4c62-afe2-9582b4c728e2_1532400987.23,33.7479667287065,-84.3826679371094,Fast Food
179,y_224FD96B-5868-474F-8052-2355984237A4_1532152999.97,33.740839,-84.349473,Fast Food
180,y_AD552DB4-2272-4AD7-8D9E-9085C0E3EACE_1532237792.56,33.665785,-84.295656,Fast Food
181,y_f47c5efc-2c01-4cd8-af49-b8b39b941127_1532003887.09,33.7626441,-84.3900245,Fast Food
182,y_70EA37CA-B6A4-4AD9-A54E-11DCF4EBF86D_1532031987.28,33.788293,-84.400328,Fast Food
183,y_16ab0bf2-f138-470d-827e-fd7277d88c21_1532130792.24,33.7709546751509,-84.2965665753468,Fast Food
184,y_5C42D191-A847-4403-BFAD-66F1F445D21A_1532569642.96,33.846746,-84.367895,Fast Food
185,y_fc00d63b-5da0-49f0-b9f9-ffe4083323f1_1531965101.65,33.7445223,-84.3921314,Fast Food
186,9C17838FCB113723_1531927940.56,33.8458107267357,-84.3916147600411,Fast Food
187,y_308D4E73-8313-4312-BB09-08F36805D213_1532273045.57,33.761024,-84.394143,Fast Food
188,y_715A60A0-4AB3-4580-AD62-7CB311F117DC_1532449483.65,33.752665,-84.38678,Fast Food
189,y_2AA60E13-F38D-48A9-BCB4-A5DB73395A07_1531951168.05,33.869831,-84.455113,Fast Food
190,y_E7F85E8C-D0F4-4508-9800-0367BFCE602C_1532384741.32,33.882218,-84.473928,Fast Food
191,y_CB97CBC6-9E6B-4AE8-9962-97D8B73B5DF2_1531971393.53,33.870867,-84.338722,Fast Food
192,y_99940B55-1527-4A9E-9722-AAD06416E9CD_1532362282.41,33.8449545,-84.368659,Fast Food
193,y_8338A689-7BFB-462C-823C-B4AB238DBC01_1532532104.79,33.850626,-84.362377,Fast Food
194,y_53CAA3BB-AE83-431B-9AE5-05ACD91F4058_1532381370.24,33.8395585,-84.381759,Fast Food
195,y_A0AFFD11-9641-4115-98D2-8627758547C9_1532276224.91,33.822359,-84.351748,Fast Food
196,y_B5F35AB8-8AD8-44B5-BEFF-BF71515D4911_1532083862.17,33.659879,-84.425209,Fast Food
197,y_d456135d-fa43-466e-ac87-0747ef1b1e8d_1532378700.17,33.6943174,-84.4327466,Fast Food
198,y_78BAE3AB-6E32-4D61-A7F0-EA8FC7238700_1532205435.62,33.835512,-84.327766,Fast Food
199,y_6F55CAEC-D29E-4AAD-81F2-F595EAEAD108_1531942813.65,33.660027,-84.435836,Fast Food
200,y_48AE94CB-A422-46CD-A1FA-553181254A3C_1531876082.68,33.880397,-84.463535,Fast Food
201,y_2AA60E13-F38D-48A9-BCB4-A5DB73395A07_1532304251.21,33.873662,-84.454016,Fast Food
202,y_85B38513-3CDB-4DFE-8744-84E8EB3DE552_1532283306.27,33.64092,-84.425472,Fast Food
203,y_5842ed31-001f-41cf-acaf-1849cb3296ec_1532304374.66,33.644483,-84.4731,Fast Food
204,y_B8D570CF-A522-4416-82B8-05BBB4255EA1_1532042431.89,33.6407282,-84.4277001,Fast Food
205,y_4AAC7432-089C-43BC-AD1A-8295EE95E4B8_1532021899.21,33.768732,-84.365527,Fast Food
206,y_446DE38D-3BD1-4CA3-AE76-FD70AEF4880A_1532044793.62,33.854069,-84.362044,Fast Food
207,y_EA00580D-1B45-4BCB-A696-BC4DD3714807_1532138703.16,33.777487,-84.411519,Fast Food
208,y_FCE69D40-145E-4B1A-91F6-569A93CB0680_1532123965.68,33.734823,-84.395421,Fast Food
209,y_6C64F9AB-D547-47DD-BAD3-5288E3CDBA18_1531963381.98,33.776266,-84.347974,Fast Food
210,y_7B0892F9-F901-47F3-8DC5-24F38AD44F9F_1531965966.63,33.786561,-84.390079,Fast Food
211,y_E020C534-1A31-4444-A499-271978FEB689_1532309390.22,33.672976,-84.418961,Fast Food
212,y_8AACD2C9-D0E5-4C7B-AC3B-C0EC089F6D88_1532566342.17,33.732562,-84.533298,Fast Food
213,y_AA8DD30B-A8C1-4A2B-B39A-90DD8B14572D_1532028045.65,33.8603280998831,-84.4679516327285,Fast Food
214,y_90693F37-15A7-4384-BA00-F441827D0B29_1531873236.22,33.811253,-84.374238,Fast Food
215,y_D1F58622-C2CE-4C31-A2DB-F98DDE480622_1532469683.51,33.7479667287065,-84.3826679371094,Fast Food
216,y_26C8D873-B7AE-4519-81FB-55EAA87CF7A7_1531967317.14,33.7756655,-84.386939,Fast Food
217,y_088EB146-4CD1-42D9-9314-7A482D677AB1_1531943036.25,33.7479667287065,-84.3826679371094,Fast Food
218,y_D2BBFB41-8D6A-4255-8611-CE1ADEB29C27_1532575390.85,33.653642,-84.398041,Fast Food
219,y_59C4EBB3-1D1C-4A74-AE4A-A967DBF2896E_1532291352.11,33.782583,-84.38143,Fast Food
220,y_58BF27F1-AE4A-4663-B8B7-D5A6217B52D2_1532569747.46,33.793536,-84.394865,Fast Food
221,y_0C04C46D-1A95-4E1E-9832-27DE37E52621_1532112525.39,33.848288,-84.360727,Fast Food
222,y_56E27152-EC7C-498B-B3AD-091B9C88FBF3_1532363626.23,33.880407,-84.530789,Fast Food
223,y_9D8CB356-0D1B-4810-A554-0FF975076A57_1532277619.56,33.869675,-84.336171,Fast Food
224,y_F5506D6B-F915-4C0A-82B3-B9CA3F397BE6_1531875019.13,33.657007,-84.4494275,Fast Food
225,y_3366807b-5017-4ddd-a3f3-526ca94c51f5_1532437460.87,33.801563,-84.3274927,Fast Food
226,y_EB6E7F82-4635-4CB6-B5ED-72F9C41A6F5B_1532559708.95,33.761218,-84.3976405,Fast Food
227,y_4DBCFC9B-22A3-4CA0-AF6A-424A782053F8_1532184685.93,33.81179,-84.366519,Fast Food
228,y_853AC1CC-6681-47FD-A0E2-E55F4041B6C5_1531985968.1,33.786191,-84.3998105,Fast Food
229,y_4E88AC99-F8AA-46A8-816A-EC0418B97925_1532302070.48,33.785319,-84.402108,Fast Food
230,y_22A54331-74AB-4D0B-882A-3168238A7D84_1532558894.55,33.85408,-84.36133,Fast Food
231,y_8770C763-E23E-44AA-B0AD-0F563C73C2FE_1531960631.8,33.772122,-84.354574,Fast Food
232,y_ABF69F97-E999-48D7-86D4-5DEEB3D7D009_1532305252.6,33.751365,-84.42167,Fast Food
233,B1A7CF0C278E0DB4_1532209894.62,33.8128895278927,-84.3736267089844,Fast Food
234,y_06D0F04F-9FCA-4ADA-8925-7F7B086BECF8_1531934566.18,33.8008255,-84.401851,Fast Food
235,y_45BDB69F-0261-42C2-A5B4-B458D1D71394_1532359292.84,33.8353545,-84.3309515,Fast Food
236,35C209A7DC837D09_1532274841.6,33.8132456468257,-84.3736267089844,Fast Food
237,8A054E04A35D424E_1532552042.88,33.7479667287065,-84.3826679371094,Fast Food
238,2193E78A9E488726_1532006693.14,33.7479667287065,-84.3826679371094,Fast Food
239,y_0805AF9E-CF74-4875-97FE-02BE75F2B51A_1531941699.94,33.741697,-84.358176,Fast Food
240,y_55FDC5EA-5D61-405D-AB2B-8770FC05D518_1532216222.83,33.773272,-84.366005,Fast Food
241,y_108f771a-edd7-4728-a88f-3a4a9c9dbc53_1531966545.99,33.7479667287065,-84.3826679371094,Fast Food
242,y_2BF1ED43-1471-4635-9525-D9A4E84A13A2_1531948204.15,33.775444,-84.383004,Fast Food
243,y_0A004669-11B8-4D06-B605-7F5648B9EEBE_1532104621.52,33.740691,-84.43744,Fast Food
244,47B6B6CF0E5FEE31_1532275318.32,33.8132456468257,-84.3736267089844,Fast Food
245,y_C32C9703-51A0-401C-BC3D-BBA9B4DA1872_1532219868.87,33.808693,-84.364572,Fast Food
246,y_35e6ae09-b3e1-4671-a111-a9bd86b5c335_1532303152.78,33.7412058,-84.3846578,Fast Food
247,C3B8B25649FFF344_1531877666.59,33.6813033,-84.4151436,Fast Food
248,y_7BE4E8D1-6C54-496F-A372-3778B80D706B_1532109607.46,33.861621,-84.480918,Fast Food
249,y_9269CD05-00C3-4175-A91D-1AAC163B8392_1532448077.17,33.749325,-84.385604,Fast Food
250,y_08F1A44B-A994-465C-8B5A-164B41DAE0CA_1532072226.48,33.764663,-84.3965,Fast Food
